Año;Departamento;Municipio;Grupo Etario;Sexo;Casos
2023;SANTA ROSA;ORATORIO;25a a 39 años;Femenino;1
2023;SANTA ROSA;PUEBLO NUEVO VIÑAS;25a a 39 años;Femenino;1
2023;SANTA ROSA;SAN JUAN TECUACO;25a a 39 años;Femenino;3
2023;SANTA ROSA;SAN RAFAEL LAS FLORES;25a a 39 años;Femenino;21
2023;SANTA ROSA;SANTA CRUZ NARANJO;25a a 39 años;Femenino;9
2023;SANTA ROSA;SANTA MARÍA IXHUATÁN;25a a 39 años;Femenino;2
2023;SANTA ROSA;SANTA ROSA DE LIMA;25a a 39 años;Femenino;5
2023;SANTA ROSA;TAXISCO;25a a 39 años;Femenino;6
2023;SOLOLA;NAHUALÁ;25a a 39 años;Femenino;11
2023;SOLOLA;PANAJACHEL;25a a 39 años;Femenino;6
2023;SOLOLA;SAN ANTONIO PALOPÓ;25a a 39 años;Femenino;2
2023;SOLOLA;SAN JUAN LA LAGUNA;25a a 39 años;Femenino;7
2023;SOLOLA;SAN LUCAS TOLIMÁN;25a a 39 años;Femenino;6
2023;SOLOLA;SAN PEDRO LA LAGUNA;25a a 39 años;Femenino;6
2023;SOLOLA;SANTA CATARINA IXTAHUACÁN;25a a 39 años;Femenino;4
2023;SOLOLA;SANTA CATARINA PALOPÓ;25a a 39 años;Femenino;3
2023;SOLOLA;SANTA CLARA LA LAGUNA;25a a 39 años;Femenino;1
2023;SOLOLA;SANTIAGO ATITLÁN;25a a 39 años;Femenino;15
2023;SOLOLA;SOLOLÁ;25a a 39 años;Femenino;40
2023;SUCHITEPEQUEZ;CHICACAO;25a a 39 años;Femenino;2
2023;SUCHITEPEQUEZ;MAZATENANGO;25a a 39 años;Femenino;14
2023;SUCHITEPEQUEZ;SAN JOSÉ EL IDOLO;25a a 39 años;Femenino;1
2023;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;25a a 39 años;Femenino;3
2023;ZACAPA;CABAÑAS;25a a 39 años;Femenino;7
2023;ZACAPA;GUALÁN;25a a 39 años;Femenino;60
2023;ZACAPA;LA UNIÓN;25a a 39 años;Femenino;11
2023;ZACAPA;RÍO HONDO;25a a 39 años;Femenino;4
2023;ZACAPA;SAN DIEGO;25a a 39 años;Femenino;2
2023;ZACAPA;SAN JORGE;25a a 39 años;Femenino;2
2023;ZACAPA;TECULUTÁN;25a a 39 años;Femenino;8
2023;ZACAPA;USUMATLÁN;25a a 39 años;Femenino;1
2023;ZACAPA;ZACAPA;25a a 39 años;Femenino;23
2024;ALTA VERAPAZ;CAHABÓN;25a a 39 años;Femenino;62
2024;ALTA VERAPAZ;CHAHAL;25a a 39 años;Femenino;48
2024;ALTA VERAPAZ;CHISEC;25a a 39 años;Femenino;15
2024;ALTA VERAPAZ;COBÁN;25a a 39 años;Femenino;779
2024;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;25a a 39 años;Femenino;11
2024;ALTA VERAPAZ;LANQUÍN;25a a 39 años;Femenino;71
2024;ALTA VERAPAZ;LA TINTA;25a a 39 años;Femenino;85
2024;ALTA VERAPAZ;PANZOS;25a a 39 años;Femenino;4
2024;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;25a a 39 años;Femenino;214
2024;ALTA VERAPAZ;SAN JUAN CHAMELCO;25a a 39 años;Femenino;29
2024;ALTA VERAPAZ;SAN PEDRO CARCHÁ;25a a 39 años;Femenino;154
2024;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;25a a 39 años;Femenino;125
2024;ALTA VERAPAZ;SENAHÚ;25a a 39 años;Femenino;57
2024;ALTA VERAPAZ;TACTIC;25a a 39 años;Femenino;94
2024;ALTA VERAPAZ;TAMAHÚ;25a a 39 años;Femenino;14
2024;ALTA VERAPAZ;TUCURÚ;25a a 39 años;Femenino;45
2024;BAJA VERAPAZ;CUBULCO;25a a 39 años;Femenino;83
2024;BAJA VERAPAZ;EL CHOL;25a a 39 años;Femenino;16
2024;BAJA VERAPAZ;GRANADOS;25a a 39 años;Femenino;116
2024;BAJA VERAPAZ;PURULHÁ;25a a 39 años;Femenino;3
2024;BAJA VERAPAZ;RABINAL;25a a 39 años;Femenino;204
2024;BAJA VERAPAZ;SALAMÁ;25a a 39 años;Femenino;284
2024;BAJA VERAPAZ;SAN JERÓNIMO;25a a 39 años;Femenino;35
2024;BAJA VERAPAZ;SAN MIGUEL CHICAJ;25a a 39 años;Femenino;45
2024;CHIMALTENANGO;ACATENANGO;25a a 39 años;Femenino;40
2024;CHIMALTENANGO;CHIMALTENANGO;25a a 39 años;Femenino;395
2024;CHIMALTENANGO;EL TEJAR;25a a 39 años;Femenino;36
2024;CHIMALTENANGO;PARRAMOS;25a a 39 años;Femenino;74
2024;CHIMALTENANGO;PATZICÍA;25a a 39 años;Femenino;2
2024;CHIMALTENANGO;PATZÚN;25a a 39 años;Femenino;2
2024;CHIMALTENANGO;POCHUTA;25a a 39 años;Femenino;4
2024;CHIMALTENANGO;SAN ANDRÉS ITZAPA;25a a 39 años;Femenino;8
2024;CHIMALTENANGO;SAN JOSÉ POAQUIL;25a a 39 años;Femenino;2
2024;CHIMALTENANGO;SAN JUAN COMALAPA;25a a 39 años;Femenino;1
2024;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;25a a 39 años;Femenino;65
2024;CHIMALTENANGO;TECPÁN GUATEMALA;25a a 39 años;Femenino;15
2024;CHIMALTENANGO;YEPOCAPA;25a a 39 años;Femenino;159
2024;CHIMALTENANGO;ZARAGOZA;25a a 39 años;Femenino;2
2024;CHIQUIMULA;CAMOTÁN;25a a 39 años;Femenino;69
2024;CHIQUIMULA;CHIQUIMULA;25a a 39 años;Femenino;134
2024;CHIQUIMULA;CONCEPCIÓN LAS MINAS;25a a 39 años;Femenino;16
2024;CHIQUIMULA;ESQUIPULAS;25a a 39 años;Femenino;39
2024;CHIQUIMULA;IPALA;25a a 39 años;Femenino;36
2024;CHIQUIMULA;JOCOTÁN;25a a 39 años;Femenino;25
2024;CHIQUIMULA;OLOPA;25a a 39 años;Femenino;31
2024;CHIQUIMULA;QUETZALTEPEQUE;25a a 39 años;Femenino;86
2024;CHIQUIMULA;SAN JACINTO;25a a 39 años;Femenino;17
2024;CHIQUIMULA;SAN JOSÉ LA ARADA;25a a 39 años;Femenino;11
2024;CHIQUIMULA;SAN JUAN LA ERMITA;25a a 39 años;Femenino;24
2024;EL PETEN;DOLORES;25a a 39 años;Femenino;34
2024;EL PETEN;EL CHAL;25a a 39 años;Femenino;29
2024;EL PETEN;FLORES;25a a 39 años;Femenino;6
2024;EL PETEN;LA LIBERTAD;25a a 39 años;Femenino;32
2024;EL PETEN;LAS CRUCES;25a a 39 años;Femenino;25
2024;EL PETEN;MELCHOR DE MENCOS;25a a 39 años;Femenino;19
2024;EL PETEN;POPTÚN;25a a 39 años;Femenino;72
2024;EL PETEN;SAN ANDRÉS;25a a 39 años;Femenino;6
2024;EL PETEN;SAN BENITO;25a a 39 años;Femenino;358
2024;EL PETEN;SAN FRANCISCO;25a a 39 años;Femenino;2
2024;EL PETEN;SAN JOSÉ;25a a 39 años;Femenino;2
2024;EL PETEN;SAN LUIS;25a a 39 años;Femenino;46
2024;EL PETEN;SANTA ANA;25a a 39 años;Femenino;67
2024;EL PETEN;SAYAXCHÉ;25a a 39 años;Femenino;86
2024;EL PROGRESO;EL JÍCARO;25a a 39 años;Femenino;8
2024;EL PROGRESO;GUASTATOYA;25a a 39 años;Femenino;117
2024;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;25a a 39 años;Femenino;13
2024;EL PROGRESO;SAN ANTONIO LA PAZ;25a a 39 años;Femenino;52
2024;EL PROGRESO;SANARATE;25a a 39 años;Femenino;9
2024;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;25a a 39 años;Femenino;3
2024;EL PROGRESO;SANSARE;25a a 39 años;Femenino;2
2024;ESCUINTLA;ESCUINTLA;25a a 39 años;Femenino;150
2024;ESCUINTLA;GUANAGAZAPA;25a a 39 años;Femenino;9
2024;ESCUINTLA;IZTAPA;25a a 39 años;Femenino;7
2024;ESCUINTLA;LA DEMOCRACIA;25a a 39 años;Femenino;21
2024;ESCUINTLA;LA GOMERA;25a a 39 años;Femenino;12
2024;ESCUINTLA;MASAGUA;25a a 39 años;Femenino;16
2024;ESCUINTLA;NUEVA CONCEPCIÓN;25a a 39 años;Femenino;15
2024;ESCUINTLA;PALÍN;25a a 39 años;Femenino;32
2024;ESCUINTLA;PUERTO DE SAN JOSÉ;25a a 39 años;Femenino;18
2024;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;25a a 39 años;Femenino;20
2024;ESCUINTLA;SAN VICENTE PACAYA;25a a 39 años;Femenino;31
2024;ESCUINTLA;SIPACATE;25a a 39 años;Femenino;6
2024;ESCUINTLA;SIQUINALÁ;25a a 39 años;Femenino;19
2024;ESCUINTLA;TIQUISATE;25a a 39 años;Femenino;47
2024;GUATEMALA;AMATITLÁN;25a a 39 años;Femenino;259
2024;GUATEMALA;CHINAUTLA;25a a 39 años;Femenino;97
2024;GUATEMALA;CHUARRANCHO;25a a 39 años;Femenino;30
2024;GUATEMALA;FRAIJANES;25a a 39 años;Femenino;105
2024;GUATEMALA;GUATEMALA;25a a 39 años;Femenino;640
2024;GUATEMALA;MIXCO;25a a 39 años;Femenino;830
2024;GUATEMALA;PALENCIA;25a a 39 años;Femenino;75
2024;GUATEMALA;SAN JOSÉ DEL GOLFO;25a a 39 años;Femenino;27
2024;GUATEMALA;SAN JOSÉ PINULA;25a a 39 años;Femenino;115
2024;GUATEMALA;SAN JUAN SACATEPÉQUEZ;25a a 39 años;Femenino;217
2024;GUATEMALA;SAN MIGUEL PETAPA;25a a 39 años;Femenino;9
2024;GUATEMALA;SAN PEDRO AYAMPUC;25a a 39 años;Femenino;32
2024;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;25a a 39 años;Femenino;27
2024;GUATEMALA;SAN RAYMUNDO;25a a 39 años;Femenino;22
2024;GUATEMALA;SANTA CATARINA PINULA;25a a 39 años;Femenino;63
2024;GUATEMALA;VILLA CANALES;25a a 39 años;Femenino;107
2024;GUATEMALA;VILLA NUEVA;25a a 39 años;Femenino;150
2024;HUEHUETENANGO;AGUACATÁN;25a a 39 años;Femenino;118
2024;HUEHUETENANGO;BARILLAS;25a a 39 años;Femenino;87
2024;HUEHUETENANGO;COLOTENANGO;25a a 39 años;Femenino;9
2024;HUEHUETENANGO;CONCEPCIÓN HUISTA;25a a 39 años;Femenino;4
2024;HUEHUETENANGO;CUILCO;25a a 39 años;Femenino;149
2024;HUEHUETENANGO;HUEHUETENANGO;25a a 39 años;Femenino;110
2024;HUEHUETENANGO;JACALTENANGO;25a a 39 años;Femenino;62
2024;HUEHUETENANGO;LA DEMOCRACIA;25a a 39 años;Femenino;11
2024;HUEHUETENANGO;LA LIBERTAD;25a a 39 años;Femenino;26
2024;HUEHUETENANGO;MALACATANCITO;25a a 39 años;Femenino;40
2024;HUEHUETENANGO;NENTÓN;25a a 39 años;Femenino;11
2024;HUEHUETENANGO;PETATÁN;25a a 39 años;Femenino;4
2024;HUEHUETENANGO;SAN ANTONIO HUISTA;25a a 39 años;Femenino;56
2024;HUEHUETENANGO;SAN GASPAR IXCHIL;25a a 39 años;Femenino;8
2024;HUEHUETENANGO;SAN ILDELFONSO IXTAHUACÁN;25a a 39 años;Femenino;83
2024;HUEHUETENANGO;SAN JUAN ATITÁN;25a a 39 años;Femenino;1
2024;HUEHUETENANGO;SAN PEDRO NECTA;25a a 39 años;Femenino;47
2024;HUEHUETENANGO;SAN RAFAEL PETZAL;25a a 39 años;Femenino;12
2024;HUEHUETENANGO;SAN SEBASTIÁN HUEHUETENANGO;25a a 39 años;Femenino;8
2024;HUEHUETENANGO;SANTA ANA HUISTA;25a a 39 años;Femenino;9
2024;HUEHUETENANGO;SANTA BÁRBARA;25a a 39 años;Femenino;14
2024;HUEHUETENANGO;SANTIAGO CHIMALTENANGO;25a a 39 años;Femenino;1
2024;HUEHUETENANGO;TECTITÁN;25a a 39 años;Femenino;9
2024;HUEHUETENANGO;UNION CANTINIL;25a a 39 años;Femenino;1
2024;IZABAL;EL ESTOR;25a a 39 años;Femenino;5
2024;IZABAL;LIVINGSTON;25a a 39 años;Femenino;14
2024;IZABAL;LOS AMATES;25a a 39 años;Femenino;13
2024;IZABAL;MORALES;25a a 39 años;Femenino;53
2024;IZABAL;PUERTO BARRIOS;25a a 39 años;Femenino;27
2024;JALAPA;JALAPA;25a a 39 años;Femenino;412
2024;JALAPA;MATAQUESCUINTLA;25a a 39 años;Femenino;59
2024;JALAPA;MONJAS;25a a 39 años;Femenino;18
2024;JALAPA;SAN CARLOS ALZATATE;25a a 39 años;Femenino;37
2024;JALAPA;SAN LUIS JILOTEPEQUE;25a a 39 años;Femenino;60
2024;JALAPA;SAN MANUEL CHAPARRÓN;25a a 39 años;Femenino;17
2024;JALAPA;SAN PEDRO PINULA;25a a 39 años;Femenino;22
2024;JUTIAPA;ASUNCIÓN MITA;25a a 39 años;Femenino;78
2024;JUTIAPA;ATESCATEMPA;25a a 39 años;Femenino;59
2024;JUTIAPA;COMAPA;25a a 39 años;Femenino;11
2024;JUTIAPA;CONGUACO;25a a 39 años;Femenino;6
2024;JUTIAPA;EL ADELANTO;25a a 39 años;Femenino;3
2024;JUTIAPA;EL PROGRESO;25a a 39 años;Femenino;9
2024;JUTIAPA;JALPATAGUA;25a a 39 años;Femenino;5
2024;JUTIAPA;JEREZ;25a a 39 años;Femenino;54
2024;JUTIAPA;JUTIAPA;25a a 39 años;Femenino;664
2024;JUTIAPA;MOYUTA;25a a 39 años;Femenino;2
2024;JUTIAPA;QUEZADA;25a a 39 años;Femenino;1
2024;JUTIAPA;SAN JOSÉ ACATEMPA;25a a 39 años;Femenino;20
2024;JUTIAPA;SANTA CATARINA MITA;25a a 39 años;Femenino;50
2024;JUTIAPA;YUPILTEPEQUE;25a a 39 años;Femenino;10
2024;JUTIAPA;ZAPOTITLÁN;25a a 39 años;Femenino;6
2024;QUETZALTENANGO;COATEPEQUE;25a a 39 años;Femenino;647
2024;QUETZALTENANGO;COLOMBA;25a a 39 años;Femenino;80
2024;QUETZALTENANGO;EL PALMAR;25a a 39 años;Femenino;38
2024;QUETZALTENANGO;FLORES COSTA CUCA;25a a 39 años;Femenino;37
2024;QUETZALTENANGO;GÉNOVA;25a a 39 años;Femenino;71
2024;QUETZALTENANGO;LA ESPERANZA;25a a 39 años;Femenino;1
2024;QUETZALTENANGO;OLINTEPEQUE;25a a 39 años;Femenino;4
2024;QUETZALTENANGO;QUETZALTENANGO;25a a 39 años;Femenino;4
2024;QUETZALTENANGO;SAN CARLOS SIJA;25a a 39 años;Femenino;1
2024;QUICHE;CANILLÁ;25a a 39 años;Femenino;115
2024;QUICHE;CHAJUL;25a a 39 años;Femenino;1
2024;QUICHE;CHICAMÁN;25a a 39 años;Femenino;251
2024;QUICHE;CHINIQUE;25a a 39 años;Femenino;3
2024;QUICHE;CUNÉN;25a a 39 años;Femenino;30
2024;QUICHE;IXCÁN;25a a 39 años;Femenino;64
2024;QUICHE;JOYABAJ;25a a 39 años;Femenino;39
2024;QUICHE;NEBAJ;25a a 39 años;Femenino;5
2024;QUICHE;PACHALÚN;25a a 39 años;Femenino;13
2024;QUICHE;SACAPULAS;25a a 39 años;Femenino;85
2024;QUICHE;SAN ANDRÉS SAJCABAJÁ;25a a 39 años;Femenino;21
2024;QUICHE;SAN BARTOLOMÉ JOCOTENANGO;25a a 39 años;Femenino;27
2024;QUICHE;SAN MIGUEL USPANTÁN;25a a 39 años;Femenino;247
2024;QUICHE;SAN PEDRO JOCOPILAS;25a a 39 años;Femenino;1
2024;QUICHE;SANTA CRUZ DEL QUICHÉ;25a a 39 años;Femenino;68
2024;QUICHE;ZACUALPA;25a a 39 años;Femenino;44
2024;RETALHULEU;CHAMPERICO;25a a 39 años;Femenino;7
2024;RETALHULEU;EL ASINTAL;25a a 39 años;Femenino;8
2024;RETALHULEU;NUEVO SAN CARLOS;25a a 39 años;Femenino;53
2024;RETALHULEU;RETALHULEU;25a a 39 años;Femenino;92
2024;RETALHULEU;SAN ANDRÉS VILLA SECA;25a a 39 años;Femenino;50
2024;RETALHULEU;SAN FELIPE;25a a 39 años;Femenino;32
2024;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;25a a 39 años;Femenino;28
2024;RETALHULEU;SAN SEBASTIÁN;25a a 39 años;Femenino;28
2024;RETALHULEU;SANTA CRUZ MULÚA;25a a 39 años;Femenino;21
2024;SACATEPEQUEZ;ALOTENANGO;25a a 39 años;Femenino;32
2024;SACATEPEQUEZ;ANTIGUA GUATEMALA;25a a 39 años;Femenino;619
2024;SACATEPEQUEZ;CIUDAD VIEJA;25a a 39 años;Femenino;35
2024;SACATEPEQUEZ;JOCOTENANGO;25a a 39 años;Femenino;10
2024;SACATEPEQUEZ;MAGDALENA MILPAS ALTAS;25a a 39 años;Femenino;2
2024;SACATEPEQUEZ;PASTORES;25a a 39 años;Femenino;25
2024;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;25a a 39 años;Femenino;52
2024;SACATEPEQUEZ;SAN BARTOLOMÉ MILPAS ALTAS;25a a 39 años;Femenino;1
2024;SACATEPEQUEZ;SAN LUCAS SACATEPÉQUEZ;25a a 39 años;Femenino;8
2024;SACATEPEQUEZ;SAN MIGUEL DUEÑAS;25a a 39 años;Femenino;27
2024;SACATEPEQUEZ;SANTA CATARINA BARAHONA;25a a 39 años;Femenino;29
2024;SACATEPEQUEZ;SANTA LUCÍA MILPAS ALTAS;25a a 39 años;Femenino;3
2024;SACATEPEQUEZ;SANTIAGO SACATEPÉQUEZ;25a a 39 años;Femenino;6
2024;SACATEPEQUEZ;SANTO DOMINGO XENACOJ;25a a 39 años;Femenino;46
2024;SACATEPEQUEZ;SUMPANGO;25a a 39 años;Femenino;83
2024;SAN MARCOS;AYUTLA;25a a 39 años;Femenino;39
2024;SAN MARCOS;CATARINA;25a a 39 años;Femenino;35
2024;SAN MARCOS;EL QUETZAL;25a a 39 años;Femenino;17
2024;SAN MARCOS;EL RODEO;25a a 39 años;Femenino;25
2024;SAN MARCOS;EL TUMBADOR;25a a 39 años;Femenino;70
2024;SAN MARCOS;ESQUIPULAS PALO GORDO;25a a 39 años;Femenino;1
2024;SAN MARCOS;LA REFORMA;25a a 39 años;Femenino;10
2024;SAN MARCOS;MALACATÁN;25a a 39 años;Femenino;249
2024;SAN MARCOS;NUEVO PROGRESO;25a a 39 años;Femenino;46
2024;SAN MARCOS;OCÓS;25a a 39 años;Femenino;17
2024;SAN MARCOS;PAJAPITA;25a a 39 años;Femenino;10
2024;SAN MARCOS;SAN MARCOS;25a a 39 años;Femenino;44
2024;SAN MARCOS;SAN PABLO;25a a 39 años;Femenino;51
2024;SAN MARCOS;SAN PEDRO SACATEPÉQUEZ;25a a 39 años;Femenino;2
2024;SAN MARCOS;SAN RAFAEL PIÉ DE LA CUESTA;25a a 39 años;Femenino;25
2024;SANTA ROSA;BARBERENA;25a a 39 años;Femenino;25
2024;SANTA ROSA;CASILLAS;25a a 39 años;Femenino;98
2024;SANTA ROSA;CHIQUIMULILLA;25a a 39 años;Femenino;16
2024;SANTA ROSA;CUILAPA;25a a 39 años;Femenino;126
2024;SANTA ROSA;GUAZACAPÁN;25a a 39 años;Femenino;19
2024;SANTA ROSA;NUEVA SANTA ROSA;25a a 39 años;Femenino;137
2024;SANTA ROSA;ORATORIO;25a a 39 años;Femenino;20
2024;SANTA ROSA;PUEBLO NUEVO VIÑAS;25a a 39 años;Femenino;15
2024;SANTA ROSA;SAN JUAN TECUACO;25a a 39 años;Femenino;5
2024;SANTA ROSA;SAN RAFAEL LAS FLORES;25a a 39 años;Femenino;43
2024;SANTA ROSA;SANTA CRUZ NARANJO;25a a 39 años;Femenino;7
2024;SANTA ROSA;SANTA MARÍA IXHUATÁN;25a a 39 años;Femenino;5
2024;SANTA ROSA;SANTA ROSA DE LIMA;25a a 39 años;Femenino;32
2024;SANTA ROSA;TAXISCO;25a a 39 años;Femenino;5
2024;SOLOLA;NAHUALÁ;25a a 39 años;Femenino;43
2024;SOLOLA;PANAJACHEL;25a a 39 años;Femenino;116
2024;SOLOLA;SAN ANTONIO PALOPÓ;25a a 39 años;Femenino;20
2024;SOLOLA;SAN JUAN LA LAGUNA;25a a 39 años;Femenino;136
2024;SOLOLA;SAN LUCAS TOLIMÁN;25a a 39 años;Femenino;45
2024;SOLOLA;SAN MARCOS LA LAGUNA;25a a 39 años;Femenino;67
2024;SOLOLA;SAN PABLO LA LAGUNA;25a a 39 años;Femenino;12
2024;SOLOLA;SAN PEDRO LA LAGUNA;25a a 39 años;Femenino;81
2024;SOLOLA;SANTA CATARINA IXTAHUACÁN;25a a 39 años;Femenino;101
2024;SOLOLA;SANTA CATARINA PALOPÓ;25a a 39 años;Femenino;7
2024;SOLOLA;SANTA CLARA LA LAGUNA;25a a 39 años;Femenino;2
2024;SOLOLA;SANTA CRUZ LA LAGUNA;25a a 39 años;Femenino;71
2024;SOLOLA;SANTA LUCÍA UTATLÁN;25a a 39 años;Femenino;1
2024;SOLOLA;SANTA MARÍA VISITACIÓN;25a a 39 años;Femenino;1
2024;SOLOLA;SANTIAGO ATITLÁN;25a a 39 años;Femenino;42
2024;SOLOLA;SOLOLÁ;25a a 39 años;Femenino;246
2024;SUCHITEPEQUEZ;CHICACAO;25a a 39 años;Femenino;5
2024;SUCHITEPEQUEZ;CUYOTENANGO;25a a 39 años;Femenino;8
2024;SUCHITEPEQUEZ;MAZATENANGO;25a a 39 años;Femenino;248
2024;SUCHITEPEQUEZ;SAMAYAC;25a a 39 años;Femenino;3
2024;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;25a a 39 años;Femenino;5
2024;SUCHITEPEQUEZ;SAN GABRIEL;25a a 39 años;Femenino;2
2024;SUCHITEPEQUEZ;SAN JOSÉ EL IDOLO;25a a 39 años;Femenino;3
2024;SUCHITEPEQUEZ;SAN LORENZO;25a a 39 años;Femenino;2
2024;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;25a a 39 años;Femenino;1
2024;SUCHITEPEQUEZ;SANTA BÁRBARA;25a a 39 años;Femenino;2
2024;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;25a a 39 años;Femenino;3
2024;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;25a a 39 años;Femenino;18
2024;TOTONICAPAN;TOTONICAPÁN;25a a 39 años;Femenino;2
2024;ZACAPA;CABAÑAS;25a a 39 años;Femenino;11
2024;ZACAPA;ESTANZUELA;25a a 39 años;Femenino;2
2024;ZACAPA;GUALÁN;25a a 39 años;Femenino;82
2024;ZACAPA;HUITÉ;25a a 39 años;Femenino;1
2024;ZACAPA;LA UNIÓN;25a a 39 años;Femenino;92
2024;ZACAPA;RÍO HONDO;25a a 39 años;Femenino;1
2024;ZACAPA;SAN DIEGO;25a a 39 años;Femenino;2
2024;ZACAPA;SAN JORGE;25a a 39 años;Femenino;2
2024;ZACAPA;TECULUTÁN;25a a 39 años;Femenino;1
2024;ZACAPA;ZACAPA;25a a 39 años;Femenino;48
2012;ALTA VERAPAZ;CHAHAL;25a a 39 años;Masculino;3
2012;ALTA VERAPAZ;COBÁN;25a a 39 años;Masculino;8
2012;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;25a a 39 años;Masculino;78
2012;ALTA VERAPAZ;PANZOS;25a a 39 años;Masculino;7
2012;ALTA VERAPAZ;RAXRUHA;25a a 39 años;Masculino;4
2012;ALTA VERAPAZ;SAN JUAN CHAMELCO;25a a 39 años;Masculino;1
2012;ALTA VERAPAZ;SAN PEDRO CARCHÁ;25a a 39 años;Masculino;5
2012;ALTA VERAPAZ;TAMAHÚ;25a a 39 años;Masculino;1
2012;BAJA VERAPAZ;GRANADOS;25a a 39 años;Masculino;1
2012;BAJA VERAPAZ;RABINAL;25a a 39 años;Masculino;3
2012;BAJA VERAPAZ;SALAMÁ;25a a 39 años;Masculino;5
2012;BAJA VERAPAZ;SAN JERÓNIMO;25a a 39 años;Masculino;6
2012;BAJA VERAPAZ;SAN MIGUEL CHICAJ;25a a 39 años;Masculino;2
2012;CHIMALTENANGO;PATZÚN;25a a 39 años;Masculino;4
2012;CHIMALTENANGO;SAN JUAN COMALAPA;25a a 39 años;Masculino;1
2012;CHIMALTENANGO;YEPOCAPA;25a a 39 años;Masculino;7
2012;CHIQUIMULA;CAMOTÁN;25a a 39 años;Masculino;12
2012;CHIQUIMULA;CHIQUIMULA;25a a 39 años;Masculino;22
2012;CHIQUIMULA;ESQUIPULAS;25a a 39 años;Masculino;3
2012;CHIQUIMULA;IPALA;25a a 39 años;Masculino;3
2012;CHIQUIMULA;JOCOTÁN;25a a 39 años;Masculino;18
2012;CHIQUIMULA;OLOPA;25a a 39 años;Masculino;2
2012;CHIQUIMULA;QUETZALTEPEQUE;25a a 39 años;Masculino;5
2012;CHIQUIMULA;SAN JOSÉ LA ARADA;25a a 39 años;Masculino;9
2012;CHIQUIMULA;SAN JUAN LA ERMITA;25a a 39 años;Masculino;1
2012;EL PETEN;EL CHAL;25a a 39 años;Masculino;3
2012;EL PETEN;FLORES;25a a 39 años;Masculino;1
2012;EL PETEN;LAS CRUCES;25a a 39 años;Masculino;1
2012;EL PETEN;MELCHOR DE MENCOS;25a a 39 años;Masculino;1
2012;EL PETEN;POPTÚN;25a a 39 años;Masculino;5
2012;EL PETEN;SAN LUIS;25a a 39 años;Masculino;3
2012;EL PETEN;SANTA ANA;25a a 39 años;Masculino;2
2012;EL PETEN;SAYAXCHÉ;25a a 39 años;Masculino;4
2012;EL PROGRESO;GUASTATOYA;25a a 39 años;Masculino;8
2012;EL PROGRESO;MORAZÁN;25a a 39 años;Masculino;1
2012;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;25a a 39 años;Masculino;1
2012;EL PROGRESO;SAN ANTONIO LA PAZ;25a a 39 años;Masculino;1
2012;EL PROGRESO;SANARATE;25a a 39 años;Masculino;1
2012;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;25a a 39 años;Masculino;2
2012;ESCUINTLA;ESCUINTLA;25a a 39 años;Masculino;102
2012;ESCUINTLA;IZTAPA;25a a 39 años;Masculino;6
2012;ESCUINTLA;LA DEMOCRACIA;25a a 39 años;Masculino;2
2012;ESCUINTLA;LA GOMERA;25a a 39 años;Masculino;9
2012;ESCUINTLA;MASAGUA;25a a 39 años;Masculino;8
2012;ESCUINTLA;NUEVA CONCEPCIÓN;25a a 39 años;Masculino;9
2012;ESCUINTLA;PALÍN;25a a 39 años;Masculino;10
2012;ESCUINTLA;PUERTO DE SAN JOSÉ;25a a 39 años;Masculino;10
2012;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;25a a 39 años;Masculino;3
2012;ESCUINTLA;SAN VICENTE PACAYA;25a a 39 años;Masculino;1
2012;ESCUINTLA;SIQUINALÁ;25a a 39 años;Masculino;1
2012;ESCUINTLA;TIQUISATE;25a a 39 años;Masculino;49
2012;GUATEMALA;AMATITLÁN;25a a 39 años;Masculino;46
2012;GUATEMALA;CHINAUTLA;25a a 39 años;Masculino;3
2012;GUATEMALA;CHUARRANCHO;25a a 39 años;Masculino;1
2012;GUATEMALA;GUATEMALA;25a a 39 años;Masculino;23
2012;GUATEMALA;MIXCO;25a a 39 años;Masculino;12
2012;GUATEMALA;PALENCIA;25a a 39 años;Masculino;1
2012;GUATEMALA;SAN JOSÉ DEL GOLFO;25a a 39 años;Masculino;7
